Genetic ID,Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Age at Death from physical anthropology,Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Data source,No. Libraries,1240k coverage (taken from original pulldown where possible),SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Family ID and position within family,Y haplogroup (manual curation in terminal mutation format),Y haplogroup (manual curation in ISOGG format),mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,ASSESSMENT,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.",
Vt796_noUDG.SG,Vt796,"20796, 77.NN.M18.KB",petrous,2018,McCollScience2018,Direct: IntCal20,2138,80,"350-54 calBCE (2143±24 BP, OxA-35981)",..,Vietnam_BA_DongSonCulture.SG,"Northern Thanh Noa, Nui Nap",Vietnam,19.801,105.75,Repulldown on 3.2M snpset,Shotgun,..,0.092855,69243,36325,F,n/a (no relatives detected),n/a (female),n/a (female),..,F1e3,..,0.45,..,ds.minus,..,PASS,..,
Vt808_noUDG.SG,Vt808,"20808, 77.NN.M14.KA",petrous,2018,McCollScience2018,Direct: IntCal20,2248,59,"391-208 calBCE (2255±24 BP, OxA-35982)",..,Vietnam_BA_DongSonCulture.SG,"Northern Thanh Noa, Nui Nap",Vietnam,19.801,105.75,Repulldown on 3.2M snpset,Shotgun,..,0.092634,65568,34154,F,"Vietnam, Northern Thanh Noa, Nui Nap Family A (2 members) (Vt779 and Vt808 have a 2nd degree or 3rd degree relationship)",n/a (female),n/a (female),..,M7b1a1,..,0.54,..,ds.minus,..,PASS,..,
Vt777_noUDG.SG,Vt777,"20777, 89 MDD M5+M7",petrous,2018,McCollScience2018,Direct: IntCal20,2271,62,"399-209 calBCE (2275±24 BP, OxA-35985)",..,Vietnam_LN.SG,"Northern Thanh Hoa, Mai Da Dieu",Vietnam,20.4083,105.3,Repulldown on 3.2M snpset,Shotgun,..,0.126592,97850,51277,F,n/a (no relatives detected),n/a (female),n/a (female),..,F1a1'4,..,0.42,..,ds.minus,..,PASS,..,
Vt778_noUDG.SG,Vt778,"20778, 72.NT.TS2",petrous,2018,McCollScience2018,Direct: IntCal20,2648,81,"800-551 calBCE (2549±28 BP, OxA-X-2737-47)",..,Vietnam_LN.SG,"Northwest Lai Châu, Nam Tun",Vietnam,22.393,103.482,Repulldown on 3.2M snpset,Shotgun,..,0.139905,121745,64389,M,n/a (no relatives detected),..,..,..,F1a1a1,..,0.32,..,ds.minus,..,PASS,..,
I6771,I6771,SB 585A,..,2021,PattersonNature2021,Direct: IntCal20,2042,42,"169 calBCE - 2 calCE (2080±25 BP, SUERC-97787)",..,Wales_IA,"Wales, Glamorgan, Llantwit Major, Llanmaes",United Kingdom,51.416667,-3.466667,Repulldown on 3.2M snpset,1240K,1,0.202733,200906,109013,F,n/a (no relatives detected),n/a (female),n/a (female),35.8,U4b1a,"[0.966,0.977]",0.067,0.007,ds.half,S6771.L1,PASS,"mtcontam=[0.966,0.977]",
I5364,I5364,SB583A (25.221/2.48),petrous,2018,OlaldeNature2018,Direct: IntCal20,2644,78,"793-567 calBCE (2540±20 BP, PSUAMS-8587)",..,Wales_IA_contam,"Wales, West Glamorgan, Culverhole Cave",United Kingdom,51.537627,-4.211801,Repulldown on 3.2M snpset,1240K,1,0.024,26857,14416,F,n/a (no relatives detected),n/a (female),n/a (female),6.500513,H5c,"[0.914,0.991]",0.097,..,ds.half,S5364.L1,QUESTIONABLE_CRITICAL,..,
I16488,I16488,TB 253; 25.221/2.61,tooth (molar),2021,PattersonNature2021,Direct: IntCal20,3050,48,"1201-1015 calBCE (2910±20 BP, PSUAMS-8441)",..,Wales_LBA,"Wales, West Glamorgan, Gower Peninsula, Port Eynon, Culver Hole Cave",United Kingdom,51.537627,-4.211801,Repulldown on 3.2M snpset,1240K,1,0.730491,544747,298679,M,n/a (no relatives detected),R-Y5305,R1b1a1b1a1a2c1a1h,130.9,U5a1b1,"[0.985,0.999]",0.043,0.395,ds.half,S16488.Y1.E1.L1,PASS,damage.ds.half=0.043,
I16471_d,I16471,TB 233; HM04(032) Al 1,tooth (molar),2021,PattersonNature2021,"Context: Layer date of 164 calBCE - 20 calCE (2059±31 BP,UB-7340)",2025,72,200 BCE - 50 CE,..,Wales_LIA_lc,"Wales, Glamorgan, Llantwit Major, Llanmaes",United Kingdom,51.416667,-3.466667,Repulldown on 3.2M snpset,1240K,1,0.010159,9671,5240,F,n/a (no relatives detected),n/a (female),n/a (female),2.502927,J1c2e,"[0.765,0.924]",0.737,0.021,ds.half,S16471.Y1.E1.L1,PASS,damage.ds.half=0.025,
I16476,I16476,TB 238; 25.221/2.12,tooth (molar),2021,PattersonNature2021,Context: Archaeological - Period,3350,115,1600-1200 BCE,..,Wales_MBA,"Wales, West Glamorgan, Gower Peninsula, Port Eynon, Culver Hole Cave",United Kingdom,51.537627,-4.211801,Repulldown on 3.2M snpset,1240K,1,0.042635,48767,26413,F,n/a (no relatives detected),n/a (female),n/a (female),58.65,H24,"[0.960,0.986]",0.057,0.047,ds.half,S16476.Y1.E1.L1,PASS,..,
I2574,I2574,NFC07151,tooth,2018,PattersonNature2021 (higher coverage of previously published individual in OlaldeNature2018),Direct: IntCal20,3277,52,"1417-1226 calBCE (3065±36 BP, SUERC-62072)",..,Wales_MBA,"Wales, North Wales, Llandudno, Great Orme",United Kingdom,53.33,-3.84,Repulldown on 3.2M snpset,1240K,4,0.358568,308508,165548,F,n/a (no relatives detected),n/a (female),n/a (female),1986.408474,U5a1a2b,"[0.996,1]",0.072,0.013,"ds.half,ds.half,ds.half,ds.half,ds.half","S2574.E1.L2,S2574.E1.L8,S2574.E1.L6,S2574.E1.L5,S2574.E1.L7",PASS,..,
I16479_d,I16479,TB 241; 2000.50H/6,tooth (canine),2021,PattersonNature2021,Context: Archaeological - Period,3250,115,1500-1100 BCE,..,Wales_MBA_lc,"Wales, Conwy, Llandudno, Little Ormes Head, Ogof Rhiwledyn",United Kingdom,53.327824,-3.780295,Repulldown on 3.2M snpset,1240K,1,0.004131,4291,2236,U,n/a (no relatives detected),n/a  (sex unknown),n/a  (sex unknown),1.239544,n/a (<2x),n/a (<2x),0.729,0.033,ds.half,S16479.Y1.E1.L1,QUESTIONABLE,"sex.ratio=0.033, 2500.to.5000.SNPs",
I5440,I5440,SB582A,petrous,2021,PattersonNature2021,Direct: IntCal20,3383,39,"1500-1322 calBCE (3156±28 BP, OxA-V-2271-28)",..,Wales_MBA_lowEEF,"Wales, Glamorgan, St. Fagan's",United Kingdom,51.488061,-3.268887,Repulldown on 3.2M snpset,1240K,1,0.168,174135,93708,M,n/a (no relatives detected),R-L21,R1b1a1b1a1a2c1,79.287465,K1c1,"[0.952,0.976]",0.082,..,ds.half,S5440.L1,PASS,"mtcontam=[0.952,0.976]",
I16405,I16405,TB 242; 2008.14H/4.1,petrous,2021,PattersonNature2021,Direct: IntCal20,2250,61,"397-205 calBCE (2263±35 BP, Wk-15365)",..,Wales_MIA,"Wales, Glamorgan, RAF St Athan",United Kingdom,51.409175,-3.421758,Repulldown on 3.2M snpset,1240K,4,2.242435,836473,457410,M,n/a (no relatives detected),R-DF13,R1b1a1b1a1a2c1,184.619712,K1a+195,..,0.144,0.4166331,"ss.half,ds.half,ds.half,ds.half","S16405.Y1.E1.L1,S16405.Y1.E2.L1,S16405.Y1.E3.L1,S16405.Y1.E4.L1",PASS,..,
I16410,I16410,TB 259; 58.535 (1103?),petrous,2021,PattersonNature2021,Context: Archaeological - Period,2226,158,550-1 BCE,..,Wales_MIA_LIA,"Wales, Clwyd, Dinorben",United Kingdom,53.268526,-3.54858,Repulldown on 3.2M snpset,1240K,1,0.03461,38654,20468,F,n/a (no relatives detected),n/a (female),n/a (female),9.842,T2b,"[0.901,0.964]",0.098,0.030885381,ss.half,S16410.Y1.E1.L1,QUESTIONABLE,"sexratio=0.031, damage.ss.half=0.098, mtcontam=[0.901,0.964]",
I16475,I16475,TB 237; 58.535/1151 | TB 239; 58.535/1151,tooth (molar),2021,PattersonNature2021,Context: Archaeological - Period,2226,158,550-1 BCE,..,Wales_MIA_LIA,"Wales, Clwyd, Dinorben",United Kingdom,53.268526,-3.54858,Repulldown on 3.2M snpset,1240K,6,0.211115,212645,115024,M,n/a (no relatives detected),R-P312,R1b1a1b1a1a2,98.026314,X2b,..,0.118,0.409515596,"ds.half,ds.half,ds.half,ds.half,ds.half,ds.half","S16475.Y1.E1.L1,S16477.Y1.E1.L1,S16477.Y1.E2.L1,S16477.Y1.E3.L1,S16477.Y1.E4.L1,S16477.Y1.E5.L1",PASS,..,
I16514,I16514,SB 589A; 58.535[2],petrous,2021,PattersonNature2021,Context: Archaeological - Period,2226,158,550-1 BCE,..,Wales_MIA_LIA_lc,"Wales, Clwyd, Dinorben",United Kingdom,53.268526,-3.54858,Repulldown on 3.2M snpset,1240K,1,0.010731,12375,6759,F,n/a (no relatives detected),n/a (female),n/a (female),2.8,HV0,"[0.723,0.920]",0.108,0.036363636,ds.half,S16514.Y1.E1.L1,QUESTIONABLE,"sexratio=0.036, mtcontam=[0.723,0.92]",
C1708,C1708,C1708,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2371,22,459-383 calBCE,..,China_Xinjiang_Bolati_IA,"Xinjiang, Aletai Region, Buerjin  County, Bolati ",China,47.7,86.87,Native Pulldown on 3.2M snpset,1240K,1,..,595066,356502,F,n/a (no relatives detected),n/a (female),n/a (female),375,H6a1b2,..,0.041,..,ds.half,L4886,PASS,..,
C1705,C1705,C1705,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2221,56,368-173 calBCE,..,China_Xinjiang_Kalatasi_IA,"Xinjiang, Aletai Region, Buerjin  County, Kalatasi",China,47.7,86.87,Native Pulldown on 3.2M snpset,1240K,1,..,550629,333201,M,Xinjiang Family S (2 members) (C1706-C1705 have a 2d relationship),..,C2b1c,413,F1c1a1,..,0.02,..,ds.half,L4883,PASS,..,
C1706.SG,C1706,C1706,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2221,56,368-173 calBCE,..,China_Xinjiang_Kalatasi_IA,"Xinjiang, Aletai Region, Buerjin  County, Kalatasi",China,47.7,86.87,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,826563,450388,M,Xinjiang Family S (2 members) (C1706-C1705 have a 2d relationship),..,C2b1c,140,D4c1b1,..,0.015320035,..,ds.half,L5203,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C1709,C1709,C1709,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2214,54,358-170 calBCE,..,China_Xinjiang_Tuwaxingcun_IA_Pazyryk_possible,"Xinjiang, Aletai Region, Buerjin  County, Tuwaxingcun",China,47.7,86.87,Native Pulldown on 3.2M snpset,1240K,1,..,451296,273542,F,n/a (no relatives detected),n/a (female),n/a (female),342,D4e4,..,0.056,..,ds.half,L4887,PASS,..,
C2042,C2042,C2042,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2182,74,360-103 calBCE,..,China_Xinjiang_Chaganguole_IA,"Xinjiang, Aletai Region, Qinghe  County, Chaganguole",China,46.48,90.75,Native Pulldown on 3.2M snpset,1240K,1,..,629440,371958,F,n/a (no relatives detected),n/a (female),n/a (female),308,H5a1,..,0.042,..,ds.half,L4930,PASS,..,
C3348.SG,C3348,C3348,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),3207,75,1386-1127 calBCE,..,China_Xinjiang_Songshugou_LBA,"Xinjiang, Aletai Region, Jimunai  County, Songshugou",China,47.44,85.87,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,1038023,557368,F,n/a (no relatives detected),n/a (female),n/a (female),349,C4e,..,0.071994255,..,ds.half,L6263,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C3345,C3345,C3345,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2574,85,772-476 calBCE,..,China_Xinjiang_Songshugou_EIA,"Xinjiang, Aletai Region, Jimunai  County, Songshugou",China,47.44,85.87,Native Pulldown on 3.2M snpset,1240K,1,..,519264,310302,F,n/a (no relatives detected),n/a (female),n/a (female),397,U7a,..,0.029,..,ds.half,L7023,PASS,..,
C3350,C3350,C3350,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2574,85,772-476 calBCE,..,China_Xinjiang_Songshugou_EIA,"Xinjiang, Aletai Region, Jimunai  County, Songshugou",China,47.44,85.87,Native Pulldown on 3.2M snpset,1240K,1,..,635410,376493,F,n/a (no relatives detected),n/a (female),n/a (female),450,U4b1a1a1,..,0.044,..,ds.half,L7028,PASS,..,
C3351,C3351,C3351,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2574,85,772-476 calBCE,..,China_Xinjiang_Songshugou_EIA,"Xinjiang, Aletai Region, Jimunai  County, Songshugou",China,47.44,85.87,Native Pulldown on 3.2M snpset,1240K,1,..,705848,413576,F,n/a (no relatives detected),n/a (female),n/a (female),497,D5a2a1b,..,0.054,..,ds.half,L7029,PASS,..,
C3352,C3352,C3352,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2574,85,772-476 calBCE,..,China_Xinjiang_Songshugou_EIA,"Xinjiang, Aletai Region, Jimunai  County, Songshugou",China,47.44,85.87,Native Pulldown on 3.2M snpset,1240K,1,..,91492,56023,M,"Xinjiang Family I (26 members) (C1258-C2057 have a 1d relationship, C2057-C825 have a 2d relationship, C2057-C1677 have a 2d relationship, C2057-C2041 have a 2d relationship, C2057-C840 have a 2d relationship, C2057-C3654 have a 1d relationship, C2057-C3665 have a 2d relationship, C840-C3674 have a 2d relationship, C840-C3633 have a 2d relationship, C840-C3642 have a 2d relationship, C840-C2036 have a 2d relationship, C840-C3313 have a 2d relationship, C840-C836 have a 2d relationship, C840-C3654 have a 1d relationship, C840-C3665 have a 1d relationship, C3654-C3624 have a 2d relationship, C3654-C3666 have a 2d relationship, C3654-C3674 have a 1d relationship, C3654-C2036 have a 2d relationship, C3654-C1667 have a 2d relationship, C3654-C3312 have a 2d relationship, C3654-C3313 have a 2d relationship, C3654-C3633 have a 2d relationship, C3654-C3642 have a 1d relationship, C3654-C3665 have a 1d relationship, C3665-C3624 have a 2d relationship, C3665-C3674 have a 2d relationship, C3665-C2036 have a 2d relationship, C3665-C3313 have a 2d relationship, C3665-C3633 have a 2d relationship, C3665-C3642 have a 2d relationship, C3674-C3331 have a 2d relationship, C3674-C3312 have a 2d relationship, C3674-C3642 have a 2d relationship, C3633-C3331 have a 2d relationship, C3624-C3631 have a 2d relationship, C3624-C402 have a 2d relationship, C3624-C1197 have a 2d relationship, C3624-C3331 have a 2d relationship, C3624-C3352 have a 2d relationship, C3624-C3625 have a 2d relationship, C1197-C1203 have a 2d relationship, C1197-C1194 have a 2d relationship)",..,..,472,D4e1,..,0.025,..,ds.half,L7030,PASS,..,
C3353,C3353,C3353,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2574,85,772-476 calBCE,..,China_Xinjiang_Songshugou_EIA,"Xinjiang, Aletai Region, Jimunai  County, Songshugou",China,47.44,85.87,Native Pulldown on 3.2M snpset,1240K,1,..,634578,377323,F,n/a (no relatives detected),n/a (female),n/a (female),492,A26,..,0.036,..,ds.half,L7031,PASS,..,
C3346,C3346,C3346,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2574,85,772-476 calBCE,..,China_Xinjiang_Songshugou_EIA_oWestEurasia,"Xinjiang, Aletai Region, Jimunai  County, Songshugou",China,47.44,85.87,Native Pulldown on 3.2M snpset,1240K,1,..,498308,299603,F,n/a (no relatives detected),n/a (female),n/a (female),454,F1b1+@152,..,0.052,..,ds.half,L7024,PASS,..,
C2057,C2057,C2057,Bone,2022,KumarFuScience2022,Context: Archaeology - Period,2351,231,800-1 BCE,..,China_Xinjiang_Sandaohaizi_IA_lc,"Xinjiang, Aletai Region, Qinghe  County, Sandaohaizi",China,46.48,90.74,Native Pulldown on 3.2M snpset,1240K,1,..,4737,2904,F,"Xinjiang Family I (26 members) (C1258-C2057 have a 1d relationship, C2057-C825 have a 2d relationship, C2057-C1677 have a 2d relationship, C2057-C2041 have a 2d relationship, C2057-C840 have a 2d relationship, C2057-C3654 have a 1d relationship, C2057-C3665 have a 2d relationship, C840-C3674 have a 2d relationship, C840-C3633 have a 2d relationship, C840-C3642 have a 2d relationship, C840-C2036 have a 2d relationship, C840-C3313 have a 2d relationship, C840-C836 have a 2d relationship, C840-C3654 have a 1d relationship, C840-C3665 have a 1d relationship, C3654-C3624 have a 2d relationship, C3654-C3666 have a 2d relationship, C3654-C3674 have a 1d relationship, C3654-C2036 have a 2d relationship, C3654-C1667 have a 2d relationship, C3654-C3312 have a 2d relationship, C3654-C3313 have a 2d relationship, C3654-C3633 have a 2d relationship, C3654-C3642 have a 1d relationship, C3654-C3665 have a 1d relationship, C3665-C3624 have a 2d relationship, C3665-C3674 have a 2d relationship, C3665-C2036 have a 2d relationship, C3665-C3313 have a 2d relationship, C3665-C3633 have a 2d relationship, C3665-C3642 have a 2d relationship, C3674-C3331 have a 2d relationship, C3674-C3312 have a 2d relationship, C3674-C3642 have a 2d relationship, C3633-C3331 have a 2d relationship, C3624-C3631 have a 2d relationship, C3624-C402 have a 2d relationship, C3624-C1197 have a 2d relationship, C3624-C3331 have a 2d relationship, C3624-C3352 have a 2d relationship, C3624-C3625 have a 2d relationship, C1197-C1203 have a 2d relationship, C1197-C1194 have a 2d relationship)",n/a (female),n/a (female),19,C4a1a+195,..,0.003319187,..,ds.half,L7349,QUESTIONABLE,"2500.to.5000.SNPs, ..",
C1711,C1711,C1711,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2538,97,755-420 calBCE,..,China_Xinjiang_Dongtalede_IA,"Xinjiang, Aletai Region, Habahe  County, Dongtalede",China,48.08,86.36,Native Pulldown on 3.2M snpset,1240K,1,..,840079,479575,M,n/a (no relatives detected),..,..,323,D4j8,..,0.082,..,ds.half,L4889,PASS,..,
C1710.SG,C1710,C1710,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2538,97,755-420 calBCE,..,China_Xinjiang_Dongtalede_IA_oEastAsian,"Xinjiang, Aletai Region, Habahe  County, Dongtalede",China,48.08,86.36,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,1021112,547418,M,n/a (no relatives detected),..,R1b1,332,D4o2a,..,0.068731708,..,ds.half,L5204,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C1713,C1713,C1713,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2538,97,755-420 calBCE,..,China_Xinjiang_Dongtalede_IA_oEastAsian,"Xinjiang, Aletai Region, Habahe  County, Dongtalede",China,48.08,86.36,Native Pulldown on 3.2M snpset,1240K,1,..,541240,326467,M,n/a (no relatives detected),..,..,345,D4j8,..,0.053,..,ds.half,L4891,PASS,..,
C4132.SG,C4132,C4132,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2446,169,789-202 calBCE,..,China_Xinjiang_Abusanteer_IA,"Xinjiang, Yili(Ili) Region, Chabuchaer(Qapqal)  County, Abusanteer",China,43.807,80.81,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,962772,515044,F,Xinjiang Family F (2 members) (C4132-C4127 have a 2d relationship),n/a (female),n/a (female),266,C4,..,0.087196402,..,ds.half,L7753,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C4268.SG,C4268,C4268,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2446,169,789-202 calBCE,..,China_Xinjiang_Abusanteer_IA_oEastAsian,"Xinjiang, Yili Region, Chabuchaer  County, Abusanteer",China,43.807,80.81,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,956431,503768,M,n/a (no relatives detected),..,Q1a2a,552,H2b,..,0.106363604,..,ds.half,L7848,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C4272.SG,C4272,C4272,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2446,169,789-202 calBCE,..,China_Xinjiang_Abusanteer_IA,"Xinjiang, Yili Region, Chabuchaer  County, Abusanteer",China,43.807,80.81,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,957210,510411,M,n/a (no relatives detected),..,Q1b1b2a,94,T1a1,..,0.11914395,..,ds.half,L7852,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C4273.SG,C4273,C4273,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2446,169,789-202 calBCE,..,China_Xinjiang_Abusanteer_IA,"Xinjiang, Yili Region, Chabuchaer  County, Abusanteer",China,43.807,80.81,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,605571,327600,M,n/a (no relatives detected),..,L~,172,C4,..,0.043221976,..,ds.half,L7853,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C4127.SG,C4127,C4127,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2246,54,390-202 calBCE,..,China_Xinjiang_Abusanteer_IA,"Xinjiang, Yili Region, Chabuchaer  County, Abusanteer",China,43.807,80.81,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,883487,474450,F,Xinjiang Family F (2 members) (C4132-C4127 have a 2d relationship),n/a (female),n/a (female),142,C4,..,0.097073144,..,ds.half,L7748,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C4131,C4131,C4131,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2617,71,789-544 calBCE,..,China_Xinjiang_Abusanteer_IA_oWestEurasian,"Xinjiang, Yili Region, Chabuchaer  County, Abusanteer",China,43.807,80.81,Native Pulldown on 3.2M snpset,1240K,1,..,484901,265840,M,n/a (no relatives detected),..,..,10,T1a1,..,0.154980725,..,ds.half,L7752,PASS,..,
C4255.SG,C4255,C4255,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2517,93,728-406 calBCE,..,China_Xinjiang_Eminhuojierte_IA,"Xinjiang, Tacheng Region, Emin  County, Eminhuojierte",China,46.39,83.83,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,543900,296319,M,n/a (no relatives detected),..,..,67,U4a2,..,0.03761169,..,ds.half,L7815,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C1650.SG,C1650,C1650,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2420,40,540-400 calBCE,..,China_Xinjiang_Junmachanyilian_IA,"Xinjiang, Yili Region, Tekesi  County, Junmachanyilian",China,43.22,81.84,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,868829,474595,M,n/a (no relatives detected),..,..,183,D4j8,..,0.054574761,..,ds.half,L6545,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C1655.SG,C1655,C1655,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2367,20,452-382 calBCE,..,China_Xinjiang_Junmachanyilian_IA,"Xinjiang, Yili Region, Tekesi  County, Junmachanyilian",China,43.22,81.84,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,1044408,556134,F,n/a (no relatives detected),n/a (female),n/a (female),328,T1a1b1,..,0.0568556,..,ds.half,L6546,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C1662.SG,C1662,C1662,Bone,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),3360,51,1498-1321 calBCE,..,China_Xinjiang_Kuokesuxi_LBA_Andronovo,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.08,81.52,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,918650,498434,F,n/a (no relatives detected),n/a (female),n/a (female),182,U5a2a1,..,0.076853909,..,ds.half,L6547,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
C1668,C1668,C1668,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2154,84,350-58 calBCE,..,China_Xinjiang_Kuokesuxi_EIA,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.22,81.84,Native Pulldown on 3.2M snpset,1240K,1,..,485622,288707,M,Xinjiang Family T (2 members) (C1668-C1664 have a 1d relationship),..,..,383,C4a1,..,0.035,..,ds.half,L4921,PASS,..,
C1670.SG,C1670,C1670,Tooth,2022,KumarFuScience2022,Direct (WARNING: NO UNCALIBRATED DATE OR LAB CODE),2419,40,538-399 calBCE,..,China_Xinjiang_Kuokesuxi_EIA,"Xinjiang, Yili Region, Tekesi  County, Kuokesuxi ",China,43.08,81.52,Native Pulldown on 3.2M snpset,"1240K,Shotgun",1,..,805296,434523,F,n/a (no relatives detected),n/a (female),n/a (female),396,D4j+(16286),..,0.072300241,..,ds.half,L5206,PASS(guessed.this.contains.shotgun.check.in.paper.as.44.samples.designated.this.way.but.paper.suggests.only.27),..,
